id,banda,canción,fecha,hora_de_inicio,hora_de_finalizacion,escenario,pais ,ciudad,idioma 
MJZ_25,Major Lazer,Scumbag (Bro Safari cover),07-04-2013,20:15,21:30,Picnic,Estados Unidos,Los Ángeles,Inglés
MJZ_26,Major Lazer,Drop It Like It's Hot (Snoop Dogg cover),07-04-2013,20:15,21:30,Picnic,Estados Unidos,Los Ángeles,Inglés
MJZ_27,Major Lazer,Get Free (Andy C Remix),07-04-2013,20:15,21:30,Picnic,Estados Unidos,Los Ángeles,Inglés
CCS_1,Crystal Castles,Plague,07-04-2013,22:00,23:00,Picnic,Canadá,Toronto,Inglés
CCS_2,Crystal Castles,Baptism,07-04-2013,22:00,23:00,Picnic,Canadá,Toronto,Inglés
CCS_3,Crystal Castles,Suffocation,07-04-2013,22:00,23:00,Picnic,Canadá,Toronto,Inglés
CCS_4,Crystal Castles,Wrath of God,07-04-2013,22:00,23:00,Picnic,Canadá,Toronto,Inglés
CCS_5,Crystal Castles,Crimewave,07-04-2013,22:00,23:00,Picnic,Canadá,Toronto,Inglés
CCS_6,Crystal Castles,Telepath,07-04-2013,22:00,23:00,Picnic,Canadá,Toronto,Inglés
CCS_7,Crystal Castles,Alice Practice,07-04-2013,22:00,23:00,Picnic,Canadá,Toronto,Inglés
CCS_8,Crystal Castles,Black Panther,07-04-2013,22:00,23:00,Picnic,Canadá,Toronto,Inglés
CCS_9,Crystal Castles,Celestica,07-04-2013,22:00,23:00,Picnic,Canadá,Toronto,Inglés
CCS_10,Crystal Castles,Vanished,07-04-2013,22:00,23:00,Picnic,Canadá,Toronto,Inglés
CCS_11,Crystal Castles,Transgender,07-04-2013,22:00,23:00,Picnic,Canadá,Toronto,Inglés
CCS_12,Crystal Castles,Untrust Us,07-04-2013,22:00,23:00,Picnic,Canadá,Toronto,Inglés
CCS_13,Crystal Castles,Violent Dreams,07-04-2013,22:00,23:00,Picnic,Canadá,Toronto,Inglés
CCS_14,Crystal Castles,Sad Eyes,07-04-2013,22:00,23:00,Picnic,Canadá,Toronto,Inglés
CCS_15,Crystal Castles,Not in Love,07-04-2013,22:00,23:00,Picnic,Canadá,Toronto,Inglés
